	L1_CD103	L2_CD103	L3_CD103	L1_DP	L2_DP	L3_DP	L1_DN	L2_DN	L3_DN	L1_CD49a	L2_CD49a	L3_CD49a
Terb2	0	0	0	0	0	0	0	0	0	0	0	0
Terc	11	14	8	5	2	5	8	13	7	3	3	1
Terf1	1198	1266	1103	1433	1294	1169	1069	1442	854	1352	1105	1000
Terf2	1148	956	830	1015	892	671	995	1135	657	921	799	757
Terf2ip	1600	1301	903	1983	1867	1094	1308	1440	855	1546	1561	1176
Tert	53	131	90	103	93	74	230	139	59	104	59	79
Tes	5560	6336	5479	6554	5302	4656	6188	7693	5421	6448	7077	6401
Tes3-ps	22	22	16	18	12	14	18	25	17	11	15	14
Tesc	515	841	483	1195	992	658	330	524	265	385	568	463
Tescl	0	0	0	0	0	0	0	0	0	0	0	0
Tesk1	708	810	586	1308	1324	952	660	778	623	944	1341	998
Tesk2	340	207	283	272	208	232	286	306	213	240	201	141
Tesmin	9	2	4	7	6	3	13	4	0	11	18	6
Tespa1	1706	3667	3630	1654	1570	1514	2314	5700	2062	2222	1692	1607
Tet1	348	515	277	64	114	82	232	495	142	106	44	65
Tet2	2221	2120	3337	2015	1902	2211	1687	1806	2176	1600	1098	1604
Tet3	2386	2083	2174	1552	1602	1767	1552	1787	1358	1263	835	965
Tex10	3344	2960	2356	2343	2446	1982	3031	2954	2449	2885	2641	2779
Tex101	0	0	0	0	0	0	0	0	0	0	0	0
Tex11	0	0	24	0	2	3	0	0	29	0	19	0
Tex12	2	0	0	0	0	1	2	0	0	0	2	0
Tex13a	0	0	0	0	0	0	0	0	0	0	0	0
Tex13b	0	0	0	0	0	0	0	0	0	0	0	0
Tex13c1	0	0	0	0	0	0	0	0	0	0	0	0
Tex13c2	0	0	0	0	0	0	0	0	0	0	0	0
Tex13c3	0	0	0	0	0	0	0	0	0	0	0	0
Tex14	14	1	3	14	0	4	82	8	10	43	2	3
Tex15	3	0	2	23	24	24	19	0	0	35	61	19
Tex16	0	0	0	0	0	0	0	0	0	0	0	0
Tex19.1	0	0	0	0	0	0	0	0	0	0	0	0
Tex19.2	0	0	0	0	0	0	0	0	0	0	0	0
Tex2	1853	1249	1240	1128	747	904	1198	744	878	667	555	870
Tex21	0	0	0	1	0	0	0	0	0	0	0	0
Tex22	3	3	3	2	2	1	2	1	2	0	1	1
Tex24	0	0	0	0	0	0	0	0	0	0	0	0
Tex26	0	0	0	0	0	0	0	0	3	0	0	0
Tex261	3677	3102	2925	3380	3042	2202	3332	2963	2228	2760	2945	2613
Tex264	2317	1901	1932	2441	1890	1504	1921	1583	1427	1991	2289	1952
Tex28	0	0	0	0	0	0	0	0	0	0	0	0
Tex29	0	0	3	1	2	6	0	0	0	1	0	4
Tex30	1187	1027	1291	958	631	758	1006	915	1220	748	829	958
Tex33	0	0	0	0	0	0	0	4	0	0	0	0
Tex35	0	0	0	0	0	0	0	0	0	0	0	0
Tex36	0	0	0	0	0	0	0	0	0	0	0	0
Tex37	0	0	0	0	0	1	0	0	0	0	0	0
Tex38	0	4	1	0	1	4	0	0	3	5	0	2
Tex43	0	0	0	0	1	0	0	0	2	1	1	1
Tex44	0	0	0	0	0	0	0	0	0	0	0	0
Tex45	26	6	24	17	8	6	12	8	6	19	8	14
Tex46	0	0	0	0	0	0	0	0	0	0	0	0
Tex47	0	0	0	0	0	0	0	0	0	0	0	0
Tex48	0	0	2	0	0	0	0	0	0	1	0	0
Tex50	0	0	0	0	0	0	0	1	0	0	0	0
Tex52	0	0	0	0	0	0	0	0	0	0	1	0
Tex55	0	0	0	0	0	0	0	0	0	0	0	0
Tex9	312	332	505	708	632	492	272	578	350	385	167	166
Tfam	2184	2151	1967	1249	993	1090	2377	2084	2426	1480	1785	1613
Tfap2a	1	0	0	0	8	6	6	1	0	2	11	4
Tfap2b	3	2	1	4	3	3	13	6	1	2	5	2
Tfap2c	0	0	0	0	0	0	0	0	0	0	0	0
Tfap2d	0	0	0	0	0	0	0	0	0	0	0	0
Tfap2e	0	0	1	0	0	0	4	0	0	2	1	0
Tfap4	87	119	60	50	42	34	80	78	49	49	60	44
Tfb1m	165	242	110	253	207	151	216	202	163	205	132	136
Tfb2m	688	498	752	354	348	329	632	500	678	498	408	426
Tfcp2	403	332	291	313	285	225	520	294	300	228	253	216
Tfcp2l1	1	0	29	3	0	4	0	0	0	3	12	14
Tfdp1	1505	2054	1518	1801	1662	1279	1803	2488	1789	1412	1457	1224
Tfdp2	867	691	739	906	669	651	1057	955	678	700	606	434
Tfe3	1702	1140	1478	1370	1099	898	1572	916	1475	1111	1223	1126
Tfeb	1076	759	622	1563	1280	867	1022	610	720	1209	1399	1139
Tfec	61	0	0	63	11	0	21	2	0	32	17	0
Tff1	0	0	1	4	4	5	0	0	0	1	11	2
Tff2	3	0	0	0	0	0	0	0	0	0	0	0
Tff3	0	0	0	0	0	0	0	0	0	0	0	0
Tfg	1554	1496	999	1980	1635	1234	1696	2019	1094	1659	1970	1531
Tfip11	2779	2184	2747	2940	2537	2703	2869	2235	2494	2772	2447	2529
Tfpi	147	129	90	110	80	62	165	168	190	85	60	94
Tfpi2	0	0	0	0	0	1	0	0	0	0	0	0
Tfpt	483	555	459	629	508	440	446	567	372	517	459	407
Tfr2	0	3	1	9	1	7	7	0	0	0	0	0
Tfrc	2270	1718	1849	861	752	1044	1710	2148	2184	1189	1106	1128
Tg	36	12	42	23	23	18	24	30	15	40	39	24
Tgds	498	457	269	868	754	483	578	473	285	659	717	501
Tgfa	0	0	0	24	25	10	0	0	9	43	88	83
Tgfb1	2562	2366	1828	3900	3059	2709	2248	2552	2230	1851	2440	2409
Tgfb1i1	42	33	25	71	34	13	17	14	13	21	59	14
Tgfb2	0	3	6	2	0	5	4	10	1	12	5	17
Tgfb3	33	13	28	22	17	14	45	63	35	11	0	3
Tgfbi	1242	51	0	1603	59	7	444	153	6	617	303	0
Tgfbr1	755	818	621	1644	1419	1190	727	1111	532	1313	865	795
Tgfbr2	20437	17490	16345	24844	20673	20456	15979	12600	17346	17022	16513	17975
Tgfbr3	1972	1337	1155	2876	2714	2954	906	564	713	1365	1143	1386
Tgfbr3l	74	20	34	20	20	13	30	22	33	27	17	2
Tgfbrap1	1708	1220	911	1488	1513	1228	1652	1540	1167	1242	1246	1551
Tgif1	5689	4026	6606	3509	2624	3644	5761	4244	7294	3464	4153	5005
Tgif1-ps	0	0	0	0	0	0	0	0	0	0	0	0
Tgif2	135	75	207	47	40	70	130	104	175	54	64	100
Tgif2-ps1	0	0	0	0	0	0	0	0	0	0	0	0
Tgif2-ps2	0	0	0	0	0	0	0	0	0	0	0	0
Tgif2lx1	0	0	0	0	0	0	0	0	0	0	0	0
Tgif2lx2	0	0	0	0	0	0	0	0	0	0	0	0
Tgm1	3	0	15	3	5	8	8	3	11	13	0	0
Tgm2	845	30	0	1150	119	29	240	196	10	589	305	21
Tgm3	3	0	0	10	0	0	1	3	0	1	1	0
Tgm4	13	15	32	9	5	17	11	17	4	15	16	11
Tgm5	0	0	1	0	0	0	0	0	0	0	0	0
Tgm6	0	0	0	0	0	0	0	0	0	1	0	2
Tgm7	0	0	0	0	0	0	0	0	0	2	1	0
Tgoln1	11085	8333	8989	16957	16160	15403	11676	10323	10585	15241	14554	14712
Tgs1	1305	1608	1089	1439	1287	908	1179	1503	985	1084	1162	1032
Tgtp1	842	2524	1086	237	262	158	699	1263	918	266	329	220
Tgtp2	1543	3947	1996	1298	1407	832	1419	2290	1711	1232	1203	853
Th	0	0	0	0	0	0	0	1	0	0	0	0
Tha1	774	682	598	115	129	88	689	422	296	239	134	202
Thada	4991	5067	6054	1975	2029	2151	4836	4203	4240	2802	2715	2721
Thap1	353	404	335	439	370	279	337	363	285	396	403	406
Thap11	1333	1211	879	1603	1315	801	1264	1101	883	1292	1433	970
Thap12	3364	2419	2382	2382	2555	2638	2569	2468	3285	3136	2686	2923
Thap2	159	164	118	209	195	92	122	190	96	134	192	112
Thap3	1510	1085	1004	1255	1030	864	1657	1255	1197	1739	1357	1228
Thap4	428	462	305	531	483	293	439	529	307	509	450	369
Thap6	356	267	454	310	245	239	245	205	382	260	312	371
Thap7	1146	995	992	1197	989	852	1140	946	916	1135	1115	1144
Thap8	4	8	12	7	6	3	4	11	10	20	13	5
Thbd	154	0	6	605	158	12	82	44	12	200	188	21
Thbs1	7702	429	0	10348	434	19	2729	659	11	5687	1222	0
Thbs2	0	0	0	0	0	1	0	0	0	0	0	0
Thbs3	11	5	37	40	31	37	11	13	13	28	28	41
Thbs4	0	0	0	3	0	0	0	1	0	0	0	0
Theg	0	0	0	0	0	0	0	0	0	0	0	0
Thegl	0	0	0	0	0	0	0	1	0	0	0	0
Them4	281	196	173	221	145	146	203	148	124	210	136	155
Them5	0	0	0	0	0	0	0	0	0	5	0	0
Them6	463	403	238	336	200	238	326	275	254	189	255	224
Them7	1	0	0	0	1	0	1	0	0	2	0	0
Themis	7138	7751	5514	11879	11416	9751	8227	11516	5681	8243	8227	8154
Themis2	1514	151	67	1754	198	208	783	344	138	1074	612	352
Themis3	0	0	0	0	0	0	0	0	0	0	0	0
Thg1l	103	76	87	89	40	65	100	121	97	52	57	60
Thnsl1	238	259	87	304	239	142	278	199	98	211	128	192
Thnsl2	85	34	37	36	17	34	52	41	19	36	11	69
Thoc1	2539	2915	3091	3300	2897	2572	2680	2994	2385	3201	1968	2093
Thoc2	4116	4265	4237	4018	4304	3180	4174	4314	3455	3739	2884	2964
Thoc3	1643	1638	1854	1579	1200	1137	1954	1585	1298	1487	1563	1727
Thoc5	1455	1718	1362	1492	1282	1050	1672	1722	1066	1135	1278	1201
Thoc6	834	964	757	531	378	277	730	1309	569	518	426	398
Thoc7	1199	1276	1099	903	769	707	1152	1275	1033	891	884	921
Thop1	520	480	457	418	342	254	411	390	483	301	351	311
Thpo	0	0	0	1	0	0	0	0	0	0	0	0
Thra	362	161	202	181	104	103	310	155	160	135	100	120
Thrap3	5806	4559	5986	4689	4112	4553	5614	5183	4904	5413	3674	3836
Thrb	45	41	43	99	127	94	15	29	15	56	42	56
Thrsp	0	4	0	0	6	1	0	1	5	4	0	0
Thsd1	34	14	12	56	6	14	9	16	15	25	35	22
Thsd4	0	0	0	0	0	0	0	10	0	3	0	0
Thsd7a	8	0	0	6	0	0	0	1	2	0	0	0
Thsd7b	1	4	1	46	45	56	7	2	5	32	29	55
Thtpa	172	104	81	131	155	126	161	227	106	176	231	174
Thumpd1	5650	4420	4474	3471	3573	3135	5251	4815	3897	4186	3452	3769
Thumpd2	755	757	518	342	322	238	596	677	300	427	393	296
Thumpd3	1334	1708	1000	1340	1348	916	1508	1677	972	1256	1372	1034
Thy1	1328	1675	1999	3389	2856	2521	1513	1840	1088	2729	2418	2328
Thyn1	987	1037	792	990	934	686	938	1053	746	836	818	871
Tia1	2157	1996	1565	1931	1835	1271	2183	3749	1410	1772	1379	1131
Tiaf2	0	5	11	0	2	7	0	0	8	9	0	0
Tial1	1043	1185	1308	1318	1363	779	911	1169	691	819	790	672
Tiam1	78	73	78	64	43	46	77	212	25	22	44	24
Tiam2	24	31	14	123	51	54	16	29	29	55	32	9
Ticam1	161	104	110	124	194	109	158	216	129	148	220	117
Ticam2	59	16	25	56	4	3	35	0	2	21	0	3
Ticrr	111	147	137	232	258	185	160	127	181	278	165	171
Tie1	71	8	0	126	42	3	0	31	0	47	94	3
Tifa	89	11	0	100	7	1	29	42	0	38	49	4
Tifab	135	15	0	140	6	6	36	15	0	76	26	0
Tigar	367	432	287	484	472	374	359	323	405	576	602	602
Tigd2	1715	1406	1339	1569	1253	1044	1610	1618	1122	1021	1384	1359
Tigd3	16	5	29	15	9	13	18	11	6	11	10	21
Tigd4	0	0	0	0	0	0	0	0	0	0	0	0
Tigd5	79	63	40	104	58	34	45	52	48	50	36	70
Tigit	197	105	496	2414	1740	1793	757	358	782	1522	1233	1602
Timd2	0	0	0	0	0	0	0	0	0	0	0	0
Timd4	0	0	0	0	0	0	0	15	0	0	0	0
Timeless	1487	1648	1254	531	444	327	935	1131	615	565	463	363
Timm10	261	304	249	182	144	148	258	250	228	182	210	178
Timm10b	313	361	265	396	294	213	278	367	263	340	324	270
Timm13	1836	2396	2184	2108	1466	1220	1706	2026	1434	1714	1850	1511
Timm17a	1719	1596	1686	1972	1563	1631	1757	1702	1374	1843	1775	1929
Timm17b	1022	1136	996	1642	1183	978	1193	1350	1004	1364	1275	1442
Timm21	1136	1165	880	802	738	572	1138	1363	800	791	686	564
Timm22	821	1083	624	900	721	603	895	1101	653	742	818	695
Timm23	668	725	786	599	468	555	689	739	704	560	636	690
Timm29	2158	1712	1571	2160	1984	2073	2345	2123	1612	2337	1916	1928
Timm44	2320	2111	2520	1662	1837	1221	2271	2127	1621	1438	1420	1484
Timm50	1805	2271	2095	2282	1786	1478	1973	2083	1655	1981	2066	2050
Timm8a1	43	67	52	29	30	25	24	60	47	35	32	33
Timm8a2	5	10	41	5	10	0	4	11	4	2	1	3
Timm8b	412	521	433	517	387	342	419	488	307	440	477	461
Timm9	526	727	629	405	365	319	472	607	495	354	424	344
Timmdc1	131	147	122	172	119	87	79	163	101	83	142	98
Timp1	0	6	16	11	2	0	0	1	1	3	4	0
Timp2	3932	3817	2368	1137	235	193	2103	3810	1619	882	713	493
Timp3	53	8	0	208	42	57	0	34	7	42	15	78
Timp4	0	3	0	0	0	0	0	0	0	0	0	0
Tinag	0	0	0	0	0	0	0	0	0	0	0	0
Tinagl1	58	0	1	45	4	5	26	27	1	29	15	10
Tinf2	1873	2111	3183	2969	2427	3453	2493	2789	3138	2546	1970	2705
Tiparp	3865	2706	4328	3929	3103	4149	3235	3173	4228	3837	2877	3654
Tipin	1075	1228	709	1107	981	844	956	1078	789	1034	1100	1073
Tiprl	5763	3691	4649	4222	3715	3856	4605	3524	4870	4183	3752	4556
Tirap	152	45	96	150	104	86	186	25	71	142	140	147
Tjap1	1511	1160	1307	1344	1155	894	1369	1363	1027	1313	1122	1097
Tjp1	3	0	0	2139	2112	1874	0	1	2	447	284	400
Tjp2	23	35	31	280	199	169	312	101	138	509	646	318
Tjp3	481	414	325	1778	1460	1002	461	374	325	1025	876	735
Tk1	80	220	152	298	221	196	131	130	135	253	178	118
Tk2	2587	2059	1808	2832	2163	2049	2450	1943	1698	2500	2076	2264
Tkfc	154	176	104	142	136	106	218	142	172	141	152	140
Tkt	5928	5530	5145	7164	5676	4621	5138	5420	4774	5074	5737	5694
Tktl1	1	1	6	351	222	164	4	0	12	73	129	103
Tktl2	0	0	0	0	0	0	0	0	0	0	0	0
Tlcd1	85	119	187	185	160	136	125	59	152	112	90	76
Tlcd2	1	12	11	105	91	88	36	12	10	110	52	72
Tldc2	0	2	7	0	2	0	0	0	1	2	0	0
Tle1	1956	1348	1249	1061	827	655	1256	1083	922	1067	1024	1086
Tle2	178	89	118	126	112	73	204	330	47	109	47	26
Tle3	4398	3994	3311	6590	5649	5087	4390	5532	3864	4413	6155	5732
Tle4	6704	5563	5511	4238	3987	3982	6165	4728	6130	4720	4455	4591
Tle6	42	35	0	28	9	4	126	44	16	20	6	15
Tle7	0	0	0	0	0	0	0	0	0	0	0	0
Tlk1	5342	3847	3885	4043	3686	3070	4558	4526	3464	3539	3694	3539
Tlk2	1374	1274	1244	1112	980	799	1168	1111	1122	847	860	1021
Tll1	0	0	0	0	0	0	0	0	0	0	0	0
Tll2	0	0	0	0	0	0	0	0	0	0	0	0
Tln1	37067	30254	21897	41460	39522	37897	30765	25938	25364	34277	35891	32229
Tln2	0	0	3	8	16	25	0	0	8	17	7	0
Tlnrd1	643	474	359	934	687	697	533	414	333	568	862	760
Tlr1	1233	1004	953	122	135	80	1067	590	1018	297	407	311
Tlr11	0	0	0	25	0	0	8	0	0	0	0	0
Tlr12	604	937	485	199	161	64	529	1202	344	162	163	99
Tlr13	864	20	0	994	53	0	189	115	0	541	232	0
Tlr2	1934	495	321	1495	374	182	839	539	187	915	489	157
Tlr3	0	10	12	10	11	0	0	24	0	4	9	0
Tlr4	140	0	1	208	18	12	30	23	4	114	62	13
Tlr5	6	0	0	22	7	0	2	2	0	21	7	0
Tlr6	163	170	52	111	57	39	94	104	92	134	95	89
Tlr7	218	317	147	198	70	28	165	171	76	93	50	9
Tlr8	104	0	0	97	12	0	47	8	0	73	26	0
Tlr9	0	13	0	0	0	0	0	0	0	0	0	0
Tlx1	0	0	0	0	0	0	0	0	0	0	0	0
Tlx1os	0	0	0	0	0	0	0	0	0	0	0	0
Tlx2	0	1	0	0	0	0	0	0	0	0	0	0
Tlx3	0	0	0	0	0	0	0	0	0	0	0	0
Tm2d1	838	701	550	882	594	490	685	671	673	671	719	623
Tm2d2	1779	1275	1873	1947	1391	1552	1645	1525	1732	1715	1439	1844
Tm2d3	779	901	591	810	640	416	808	1052	474	703	730	547
Tm4sf1	48	0	0	104	14	2	8	36	0	39	47	10
Tm4sf19	3	0	0	1	0	0	0	4	0	1	0	0
Tm4sf20	0	0	1	0	0	1	0	0	0	0	0	0
Tm4sf4	0	0	0	0	0	0	0	0	0	0	0	0
Tm4sf5	0	1	0	4	0	0	0	8	3	6	2	4
Tm6sf1	1073	797	1057	2116	1557	1427	1868	1697	1599	1768	1234	1124
Tm6sf2	5	5	1	21	5	1	0	0	2	13	10	9
Tm7sf2	263	255	263	270	188	142	206	192	195	169	105	103
Tm7sf3	1039	578	557	2253	1743	1428	1341	608	965	1775	1557	1417
Tm9sf1	2577	2409	2249	2987	2864	2241	3010	2225	2115	2533	2424	2503
Tm9sf2	6319	5309	4516	10390	8206	7010	6330	5031	4774	8002	7682	7194
Tm9sf3	8442	8908	5656	13439	13224	10475	9482	11208	8046	12326	11416	10163
Tm9sf4	2837	2589	1909	3584	3103	2583	2477	2569	1833	2593	2841	2895
Tma16	508	630	571	405	256	362	579	603	623	289	223	295
Tma7	1705	2249	1858	2159	1403	1399	1819	2009	1635	1545	1899	1836
Tma7-ps	3	1	0	0	0	0	4	3	0	0	3	4
Tmbim1	599	38	41	1213	770	477	204	136	101	914	635	700
Tmbim4	862	594	569	1434	943	700	755	759	548	941	1001	921
Tmbim6	7953	7256	5972	9235	7314	5956	7067	7161	5885	7011	8174	7798
Tmbim7	1	1	10	0	0	0	0	0	0	0	0	0
Tmc1	0	0	0	0	0	0	1	1	0	0	0	0
Tmc2	0	0	1	0	0	0	0	1	0	0	0	0
Tmc3	6	14	20	0	0	0	0	6	6	0	0	1
Tmc4	116	101	80	84	70	44	81	53	28	92	46	33
Tmc4-ps	0	0	0	0	0	0	0	3	0	0	0	0
Tmc5	0	0	0	0	0	2	0	0	0	0	6	0
Tmc6	7098	6500	6148	4546	4150	3461	6890	7205	5089	4393	4320	3967
Tmc7	0	0	0	0	0	0	0	0	0	3	0	0
Tmc8	3192	3782	2516	2326	2062	1203	2789	5212	2136	1807	2132	1656
Tmcc1	577	338	451	607	316	305	264	372	340	315	288	295
Tmcc2	77	0	0	144	52	5	13	31	10	59	38	0
Tmcc3	182	78	26	192	94	64	235	946	35	189	165	98
Tmcc3os	0	0	0	0	0	0	0	0	0	0	0	0
Tmco1	1477	1930	1206	1923	1690	1133	1294	1653	1152	1438	1614	1439
Tmco2	4	0	0	0	0	0	0	0	0	0	0	0
Tmco3	1049	880	910	1555	1457	1126	920	1184	817	987	1044	1091
Tmco4	2537	2270	1884	1326	1355	1145	2234	2220	2109	1607	1790	1689
Tmco5	0	0	0	0	0	0	0	0	0	0	0	0
Tmco5b	0	0	0	0	0	0	0	0	0	0	0	0
Tmco6	754	723	498	977	796	666	634	640	498	811	709	672
Tmed1	144	168	158	421	206	158	145	108	131	224	139	238
Tmed10	3192	2817	3146	3521	2880	2680	2774	2837	2696	3014	2768	3073
Tmed10-ps	19	9	11	9	4	5	10	15	9	11	12	9
Tmed11	0	0	0	0	0	0	0	0	0	0	0	0
Tmed2	2393	1952	2509	3094	2410	2236	2419	2210	2159	2471	2569	2630
Tmed3	670	707	447	1125	876	669	799	602	541	760	856	834
Tmed4	2136	1845	1619	2793	2284	1707	2191	1938	1414	1978	2177	1854
Tmed5	2306	2418	2357	3659	3125	2818	2354	2354	2188	3006	3268	3522
Tmed6	10	0	7	0	1	1	2	0	6	0	4	7
Tmed7	3659	3119	2143	5483	4842	4096	3878	4517	2899	4491	5134	4814
Tmed8	370	483	279	790	782	794	359	434	392	636	501	351
Tmed9	8741	7433	8215	8479	4495	3470	9251	9853	6741	4847	7923	8674
Tmeff1	0	7	0	14	2	0	0	0	0	0	6	0
Tmeff2	2	0	0	16	0	0	0	0	3	0	0	0
Tmem100	92	13	5	199	70	3	1	18	25	95	95	1
Tmem101	183	176	179	272	257	133	201	221	90	139	178	150
Tmem102	0	0	0	4	0	6	0	0	0	0	0	0
Tmem104	1238	1225	702	1635	1477	1196	991	1513	869	1771	1597	1178
Tmem106a	231	104	129	355	102	55	182	87	78	183	150	128
Tmem106b	1024	1098	637	2186	2149	2015	1800	1623	1066	2221	1955	1855
Tmem106c	596	403	365	361	272	220	514	387	285	322	325	279
Tmem107	187	130	113	220	170	117	152	99	95	206	129	218
Tmem108	351	434	266	3	10	3	209	311	204	10	29	5
Tmem109	2090	1715	1496	3805	3143	2326	2090	1643	1416	3453	3590	3477
Tmem11	946	1012	1112	958	720	752	1049	1004	978	961	938	1079
Tmem114	0	0	0	0	1	0	0	0	0	0	0	0
Tmem115	2564	1607	2305	3053	2331	2231	2565	1961	2199	2477	2859	2823
Tmem116	15	11	21	26	12	12	29	26	16	15	17	14
Tmem117	0	0	0	0	0	0	0	0	0	0	0	0
Tmem119	1	0	0	20	0	1	0	16	1	0	4	4
Tmem120a	1030	871	864	1509	1376	934	1144	1016	893	1624	1525	1105
Tmem120b	315	453	308	299	257	112	437	787	201	210	198	109
Tmem121	5	0	0	18	23	10	26	31	5	21	21	20
Tmem121b	12	13	8	9	18	1	17	14	23	10	5	1
Tmem123	9577	8329	6431	12688	10835	9829	9567	7960	8868	10143	10118	10946
Tmem125	0	0	0	9	2	0	0	0	4	3	0	0
Tmem126a	669	899	780	927	760	694	778	739	672	830	872	844
Tmem126b	369	356	170	487	491	223	371	425	206	281	315	224
Tmem127	2756	1999	2058	3811	3862	2500	3089	3016	2122	5323	3289	3465
Tmem128	1996	1990	2205	2005	1803	1643	2005	1761	1776	1457	1633	1763
Tmem129	474	721	153	955	956	428	548	600	301	807	772	616
Tmem130	0	0	0	3	0	3	0	0	0	2	0	1
Tmem131	2878	2117	2380	1846	1860	1808	2553	2491	2140	1921	1351	1714
Tmem131l	3730	3715	4868	3130	2677	3009	5088	5010	4653	3396	3266	3237
Tmem132a	33	3	0	43	20	12	15	32	8	21	15	18
Tmem132b	0	0	0	3	0	0	0	0	0	0	0	0
Tmem132c	5	0	3	0	0	0	0	0	0	0	0	0
Tmem132cos	0	0	0	0	0	0	0	0	0	0	0	0
Tmem132d	0	0	0	0	0	0	0	0	0	0	0	0
Tmem132e	0	0	0	11	12	3	0	1	0	0	0	0
Tmem134	3381	3040	2807	3523	2544	2319	3311	2574	2450	3174	2977	2612
Tmem135	1133	1111	913	1779	1477	1359	1187	1075	1114	1259	1459	1255
Tmem136	2	0	14	5	2	8	1	15	4	5	0	0
Tmem138	158	164	105	192	149	118	147	153	82	160	139	105
Tmem139	11	0	3	2	3	1	0	0	8	3	4	0
Tmem140	78	41	63	124	150	76	86	57	47	121	178	133
Tmem141	95	56	44	26	7	8	86	52	34	50	39	10
Tmem143	169	140	95	163	105	61	143	103	125	141	103	94
Tmem144	38	17	28	13	4	3	19	5	32	18	0	9
Tmem145	0	0	0	0	0	0	0	2	0	0	0	0
Tmem147	1324	1598	1262	1182	819	568	1155	1295	1033	1037	911	760
Tmem147os	175	124	160	270	198	131	165	96	86	194	141	194
Tmem14a	46	37	10	60	33	30	37	25	25	21	39	43
Tmem14c	1437	1636	1171	1800	1235	1075	1518	1462	1127	1293	1541	1255
Tmem150a	9	14	13	32	26	11	2	11	8	8	8	4
Tmem150b	6	0	0	2	0	0	2	12	0	2	0	0
Tmem150c	3	0	0	0	3	0	0	0	0	0	0	8
Tmem150cos	8	0	0	0	0	0	1	0	0	0	0	0
Tmem151a	8	0	0	123	71	60	18	0	16	152	94	98
Tmem151b	1	4	4	3	2	5	32	45	5	4	1	0
Tmem154	1225	679	479	2888	2052	1699	1141	1435	461	2564	2441	2444
Tmem156	198	222	177	180	164	128	202	223	164	194	163	142
Tmem158	90	73	84	40	12	32	57	32	40	31	25	58
Tmem159	73	13	13	276	175	168	58	49	32	242	240	152
Tmem160	1484	1458	1623	1988	1276	1196	1470	1327	1024	1521	1495	1603
Tmem161a	1952	1856	1556	2144	1649	1276	1908	2144	1354	1819	1438	1406
Tmem161b	425	826	532	832	807	838	641	663	521	615	642	732
Tmem163	30	11	30	656	492	422	110	21	88	302	251	261
Tmem164	2286	1926	1552	2618	2663	2605	2129	3003	1548	2851	2124	2085
Tmem165	2268	1986	1540	2457	2302	1506	2140	2029	1615	2181	2348	2030
Tmem167	1489	1525	1047	2071	1661	1496	1728	1667	1373	1811	1805	1839
Tmem167-ps1	0	0	0	0	0	0	0	0	0	0	0	0
Tmem167-ps2	0	0	0	0	0	0	0	0	0	0	0	0
Tmem167-ps3	0	0	0	0	0	0	0	0	0	0	0	0
Tmem167b	1795	1319	1384	1886	1806	1753	1563	1378	1485	1914	2007	1973
Tmem168	1499	1604	1196	2228	1997	2011	1920	2221	1306	2088	2102	1792
Tmem169	3	0	0	0	6	0	0	0	0	7	2	0
Tmem17	24	11	13	25	33	19	32	19	6	24	13	23
Tmem170	65	42	71	103	78	61	60	25	42	45	45	62
Tmem170b	422	239	328	559	453	471	445	335	316	497	347	347
Tmem171	5	0	1	488	319	288	25	3	5	199	181	162
Tmem173	3317	5513	2611	4127	3370	2385	3195	3650	2290	3206	3553	2934
Tmem174	0	0	0	0	0	0	0	0	0	0	0	0
Tmem175	1245	920	683	1354	1028	728	1300	1096	868	1006	997	1130
Tmem176a	224	41	56	149	61	42	56	117	36	108	88	55
Tmem176b	306	96	85	275	158	71	147	183	47	197	172	121
Tmem177	218	168	135	189	104	135	150	243	120	191	179	167
Tmem178	0	0	0	1	0	0	0	0	0	0	0	0
Tmem178b	0	0	0	0	0	0	0	1	0	0	0	0
Tmem179	0	0	0	0	0	0	0	0	0	0	0	0
Tmem179b	1706	1521	1474	1773	1489	1273	1660	1594	1293	1465	1454	1434
Tmem18	645	646	281	766	672	558	707	743	524	751	638	509
Tmem181a	162	191	115	240	284	204	169	169	116	237	179	194
Tmem181b-ps	118	169	113	185	217	152	116	153	105	161	105	127
Tmem181c-ps	0	2	3	11	0	1	3	2	1	5	0	7
Tmem182	0	0	0	0	0	0	0	0	0	0	0	0
Tmem183a	2754	1974	2244	2828	2554	2354	2241	2317	2140	2866	2022	2656
Tmem184a	18	9	28	39	18	22	11	14	9	13	24	24
Tmem184b	2134	1849	1127	2548	2324	1759	1877	2017	1760	2110	2125	1905
Tmem184c	1660	1539	1064	2101	1615	1256	1538	1761	1033	1741	1442	1325
Tmem185a	915	1106	699	1146	1033	755	886	1163	772	1099	1084	936
Tmem185b	1201	1117	792	1032	875	670	1121	1087	797	1035	869	808
Tmem186	717	767	496	503	508	398	669	735	440	676	517	556
Tmem189	1990	1848	1628	3281	2808	2157	1766	1666	1357	2312	2170	1909
Tmem19	868	929	846	1447	1171	829	1140	1354	926	1089	986	931
Tmem190	0	2	0	1	7	4	1	0	1	1	8	1
Tmem191c	722	379	698	1870	1734	1085	674	746	443	1185	441	507
Tmem192	1452	1139	1082	1509	1184	1004	1334	1058	937	1491	1375	1272
Tmem196	0	0	0	0	0	0	0	0	0	0	0	0
Tmem198	81	90	140	89	136	108	122	85	102	143	124	137
Tmem198b	156	103	95	72	71	53	107	101	92	101	65	63
